cn,en,count
袋装鱼,bagged fish,698
有领背心,collared vest,698
手势,hand gesture,698
抱着尾巴,holding tail,698
三日月晃！,mikazuki akira!,698
笔尖（物体）,nib pen (object),698
紫色连帽衫,purple hoodie,698
瓜,melon,697
千条的女武神1,senjou no valkyria 1,697
双手放在肩膀上,hands on shoulders,696
蜂窝背景,honeycomb background,696
黑甲阳,kuro kosyou,696
点燃,litten,696
夏惠,natsu megumi,696
红色毛皮,red fur,696
一条腿的短裤,shorts around one leg,696
统计数据,stats,696
台马宁套装,taimanin suit,696
武井久,takei hisa,696
钱包,wallet,696
渡井,watarui,696
火焰剑,flaming sword,695
闪电法伦,lightning farron,695
五彩头饰,multicolored headwear,695
角色 5 皇家,persona 5 the royal,695
印花领带,print necktie,695
RX-78-2,rx-78-2,695
田坂信之介,tasaka shinnosuke,695
白蝴蝶,white butterfly,695
艾格尼丝数码（小）,agnes digital (umamusume),694
尤里卡,eureka,694
灰色发带,grey hairband,694
胆量（狂暴）,guts (berserk),694
光与林,koyorin,694
星之守护者（英雄联盟）,star guardian (league of legends),694
手臂高过头顶,arm above head,693
自行车篮,bicycle basket,693
黑色汗衫,black undershirt,693
布伦希尔德（命运）,brynhildr (fate),693
鸡（食物）,chicken (food),693
刀塔 2,dota 2,693
埃德蒙·唐太斯（命运）,edmond dantes (fate),693
大象,elephant,693
能量饮料,energy drink,693
兴奋的,excited,693
咬手指,finger biting,693
吊床,hammock,693
手倒立,handstand,693
日野茜（偶像大师）,hino akane (idolmaster),693
头巾,kerchief,693
御奈志（竹之子）,ominaeshi (takenoko),693
鬼芋头,onija tarou,693
萨鲁,saru,693
重野搜狐,shigino sohuzi,693
sukusuku 白拓,sukusuku hakutaku,693
土之子（kemono朋友）,tsuchinoko (kemono friends),693
yunyun (konosuba),yunyun (konosuba),693
叶子,foliage,692
一护一风,ichigo hitofuri,692
小山柚子,koyama yuzu,692
多头,multiple heads,692
意式薄煎饼,pannacotta fugo,692
宇中战舰大和号 2199,uchuu senkan yamato 2199,692
精液在鼻子里,cum in nose,691
地牢网,dungeon meshi,691
Girls und panzer senshadou daisakusen！,girls und panzer senshadou daisakusen!,691
贺田光,herada mitsuru,691
侧边帽,sideways hat,691
高仓姫里,takakura himari,691
上坂凉,unasaka ryou,691
char的反击,char's counterattack,690
治桃,cure peach,690
火徽勇士：三个希望,fire emblem warriors: three hopes,690
山吹稻典,yamabuki inori,690
豆袋椅,bean bag chair,689
学分页面,credits page,689
渐变色连衣裙,gradient dress,689
小鹤爱,hinatsuru ai,689
橙色紧身衣,orange leotard,689
六胞胎,sextuplets,689
喷雾罐,spray can,689
高崎悠,takasaki yuu,689
卦,trigram,689
推特样本,twitter sample,689
风车,windmill,689
溶解,dissolving,688
道可门,dokomon,688
古兹马（宝可梦）,guzma (pokemon),688
小日向未来,kohinata miku,688
露娜新星校服,luna nova school uniform,688
紫色围巾,purple neckerchief,688
类型月亮,type-moon,688
天佑辰树,amazuyu tatsuki,687
是对是,ass-to-ass,687
墨盒,cartridge,687
电源插座,electric socket,687
菊纹,kikumon,687
笨蛋,lopunny,687
亚马逊（泰泰泰拉）,amazon (taitaitaira),686
光束军刀,beam saber,686
欺凌,bullying,686
安全套带,condom belt,686
gogiga gagagigo,gogiga gagagigo,686
得到你,gotyou,686
卡帕塔鲁,kapatarou,686
金雀,kinchaku,686
水水,mizumizuni,686
oshiete! galko-chan,oshiete! galko-chan,686
尤尼（公主连接！）,yuni (princess connect!),686
幻想地球零,fantasy earth zero,685
毛如,hairu,685
稻叶式,inaba shiki,685
神仓鹤,kamukura izuru,685
kiki (majo no takkyuubin),kiki (majo no takkyuubin),685
舔腋窝,licking armpit,685
落小黑,luoxiaohei,685
晒黑的西尔诺,tanned cirno,685
天城（碧蓝航线）,amagi (azur lane),684
天空太极,amasora taichi,684
头像：最后的气宗,avatar: the last airbender,684
伊丽莎白巴托里（勇敢）（命运）,elizabeth bathory (brave) (fate),684
头发飘过,hair flowing over,684
hololive 偶像制服,hololive idol uniform,684
在水里,in water,684
杰克情人节,jack-o' valentine,684
matoi (pso2),matoi (pso2),684
驼鹿（kemono 朋友）,moose (kemono friends),684
印花纱笼,print sarong,684
ri级重巡洋舰,ri-class heavy cruiser,684
桑德斯校服,saunders school uniform,684
尾巴拥抱,tail hug,684
马之助,umanosuke,684
悠悠球,yo-yo,684
佐伊（碧蓝幻想）,zooey (granblue fantasy),684
卡通骨头,cartoon bone,683
毛皮斗篷,fur cloak,683
发声心志,harigane shinshi,683
Kabuto（头盔）,kabuto (helmet),683
魔芋妖姬,konpaku youki,683
连环穿孔,linked piercing,683
非科,nonco,683
摇摆,swinging,683
z形环,z-ring,683
family crest,family crest,682
居夜秋,izayoi aki,682
红野光,kouno hikaru,682
叶伞,leaf umbrella,682
petenshi（朱红博士）,petenshi (dr. vermilion),682
打喷嚏,sneezing,682
高,tall,682
钳,tongs,682
akame ga 杀！,akame ga kill!,681
大腿间的衣服,clothes between thighs,681
衣服拖船,clothes tug,681
窗帘的头发,curtained hair,681
多萝西娅·阿尔诺,dorothea arnault,681
双手叉腰,hands on another's hips,681
saber alter (ver. shinjuku 1999) (fate),saber alter (ver. shinjuku 1999) (fate),681
佐拉,zora,681
阿比盖尔威廉姆斯（第三次提升）（命运）,abigail williams (third ascension) (fate),680
荷鲁斯之眼,eye of horus,680
拿着丝带,holding ribbon,680
泥浆,mudkip,680
坂上知代,sakagami tomoyo,680
星海直到时间尽头,star ocean till the end of time,680
香椿（风格）,toon (style),680
阿拉汉,ara haan,679
书包,bookbag,679
伊娃01,eva 01,679
丸山绫,maruyama aya,679
米拉麦克斯韦,milla maxwell,679
大森优子,oomori yuuko,679
后启示录,post-apocalypse,679
紫色宝石,purple gemstone,679
对讲管耳机,speaking tube headset,679
双手打手枪,two-handed handjob,679
wata do chinkuru,wata do chinkuru,679
2007年,2007,678
774（七无）,774 (nanashi),678
酒吧椅子,bar stool,678
切箱机,boxcutter,678
哈里梅努伊,harime nui,678
雏田秀机,hinata hideki,678
机甲（守望先锋）,meka (overwatch),678
桃子,momoko (momopoco),678
根尻八卷,nejiri hachimaki,678
有纪春,yuuki haru,678
乐队制服,band uniform,677
咲森团,sakimori dan,677
天狗面具,tengu mask,677
tumblr 用户名,tumblr username,677
爱宕（令人惊叹的极速赛车）（碧蓝航线）,atago (stunning speedster) (azur lane),676
铬（火徽）,chrom (fire emblem),676
光标,cursor,676
ibuki（街头霸王）,ibuki (street fighter),676
欢乐骗局,joy-con,676
菊一事,kiku hitomoji,676
小武一,kobuichi,676
梅尔坎贝尔,meer campbell,676
村正千次（命运）,senji muramasa (fate),676
苹果公司。,apple inc.,675
水色夹克,aqua jacket,675
碧翠丝（碧蓝幻想）,beatrix (granblue fantasy),675
比沙蒙顿之矛,bishamonten's spear,675
卡普空格斗果酱,capcom fighting jam,675
衣服盗窃,clothes theft,675
桌子上的肘部,elbows on table,675
环抱,group hug,675
手戴耳机,hand on headphones,675
西游记,journey to the west,675
娜塔莉亚（偶像大师）,natalia (idolmaster),675
方糖,sugar cube,675
乌冬面（白玉）,udon (shiratama),675
青叶摩卡,aoba moca,674
长良 (kancolle),nagara (kancolle),674
帐篷衬衫,tented shirt,674
可变战斗机,variable fighter,674
头足类眼睛,cephalopod eyes,673
高文（命运）,gawain (fate),673
镜麻糬,kagami mochi,673
水村春树,minamura haruki,673
大垣月,oekakizuki,673
神签,omikuji,673
鬼宣,oni-noboru,673
翠西娜,trish una,673
狗年,year of the dog,673
肚脐上方的切口,cutout above navel,672
可怕的憎恶,eldritch abomination,672
全金属恐慌！,full metal panic!,672
伊织临湖,iori rinko,672
上木工作室,kamitsubaki studio,672
身上长痣,mole on body,672
吴,n.g.,672
笔记,note,672
重投,redrop,672
闪乱神乐新浪潮,senran kagura new wave,672
洗发水 (ranma 1/2),shampoo (ranma 1/2),672
高烧,takayaki,672
茶具,tea set,672
举重,weightlifting,672
白色运动胸罩,white sports bra,672
蓝色羽毛,blue feathers,671
凯特琳（英雄联盟）,caitlyn (league of legends),671
抖动,dithering,671
长颈,long neck,671
误解,misunderstanding,671
橙色袖子,orange sleeves,671
ryoumen sukuna（柔术海战）,ryoumen sukuna (jujutsu kaisen),671
空银杏,sora ginko,671
坦多哈克,tandohark,671
智者说,wisespeak,671
蝴蝶胸针,butterfly brooch,670
ene (kagerou 项目),ene (kagerou project),670
钓鱼线,fishing line,670
腿带,legband,670
鸳鸯领,mandarin collar,670
按摩,massage,670
不匹配的眉毛,mismatched eyebrows,670
梦舞任务！,mon-musu quest!,670
个性开关,personality switch,670
尖鼻子,pointy nose,670
西兵神曲,saibou shinkyoku,670
樱花织子,sakura oriko,670
早形,sayagata,670
少女鬼头中,shoujo kitou-chuu,670
调整内裤,adjusting panties,669
大车,cart,669
matikane tannhauser (umamusume),matikane tannhauser (umamusume),669
乳头棒,nipple bar,669
buruma 下的内裤,panties under buruma,669
比萨饼薄片,pizza slice,669
超级赛亚人1,super saiyan 1,669
衣柜错误,wardrobe error,669
阿基罗森塔尔,aki rosenthal,668
em (totsuzen no hakike),em (totsuzen no hakike),668
g36（女子前线）,g36 (girls' frontline),668
隼鸟,hayabusa,668
洪堡企鹅（kemono 朋友）,humboldt penguin (kemono friends),668
ini (inunabe00),ini (inunabe00),668
落垣美赖,rakugaki-biyori,668
水蓝色胸罩,aqua bra,667
彩色的乳头,colored nipples,667
加洛胸腺,galo thymos,667
基里托,kiritto,667
粉色斗篷,pink cape,667
打血,strike the blood,667
梦子（东方）,yumeko (touhou),667
美国国旗打印,american flag print,666
菱形毛衣,argyle sweater,666
bb（泳装mooncancer）（第二次提升）（命运）,bb (swimsuit mooncancer) (second ascension) (fate),666
牛油,butter,666
勇者斗恶龙二,dragon quest ii,666
食神爆裂,god eater burst,666
三角钢琴,grand piano,666
灰色披肩,grey capelet,666
电吹风,hair dryer,666
哈尔康,halcon,666
拿着信封,holding envelope,666
inu（航空犬）,inu (aerodog),666
日志视野,log horizon,666
米卡皮卡索,mika pikazo,666
七六（fortress76）,nanaroku (fortress76),666
直江力,naoe riki,666
装饰品,ornament,666
丽塔莫迪奥,rita mordio,666
罗斯蒙蒂斯（方舟之夜）,rosmontis (arknights),666
千川千寻,senkawa chihiro,666
溶胶坏蛋,sol badguy,666
超级真实的麻将,super real mahjong,666
上翘的眼睛,upturned eyes,666
吉翁,zeon,666
手臂上的动物,animal on arm,665
蓝色边框,blue border,665
下巴带,chin strap,665
核心架构,fatal frame,665
避开,keep out,665
kurou（四个零）,kurou (quadruple zero),665
莉丝贝丝,lisbeth,665
多彩多姿的鞋类,multicolored footwear,665
纳尔逊（坎科尔）,nelson (kancolle),665
粉红色边框,pink border,665
双狐皮影,double fox shadow puppet,664
jigoku shoujo,jigoku shoujo,664
卡那文,kanabun,664
科帕卡 (karda nui),kopaka (karda nui),664
蜥蜴,lizard,664
m200（少女前线）,m200 (girls' frontline),664
神光经,mikakunin de shinkoukei,664
mk (mod 0),mk (mod0),664
红叶毛,momiji mao,664
zheng,zheng,664
阿比盖尔·威廉姆斯（泳装老外）（第三次提升）（命运）,abigail williams (swimsuit foreigner) (third ascension) (fate),663
羽毛（方舟）,feater (arknights),663
漂浮斗篷,floating cape,663
futari wa precure 飞溅星,futari wa precure splash star,663
果汁,juice,663
春日幸人,kasuga yukihito,663
黑工庄 (emuburemu123),kurokoshou (emuburemu123),663
飞马座,pegasus,663
血小板（hataraku saibou）,platelet (hataraku saibou),663
源质,sephiroth,663
淘卡卡,taokaka,663
白色情人节,white day,663
头发上有血,blood in hair,662
脸颊拉,cheek pull,662
古坤,gokkun,662
五哥台,gokotai,662
心形项圈,heart collar,662
言叶典明,kotoba noriaki,662
天马骑士制服（火焰纹章）,pegasus knight uniform (fire emblem),662
桥田流星,ryusei hashida,662
yuudachi（碧蓝航线）,yuudachi (azur lane),662
日本,japan,661
座位,seat,661
反町豆腐,sorimachi-doufu,661
toaru majutsu no index：新约,toaru majutsu no index: new testament,661
夹克拉力,jacket pull,660
川上六角,kawakami rokkaku,660
河田久,kawata hisashi,660
木户坪美,kido tsubomi,660
木乃伊,mummy,660
写实,photorealistic,660
波点衬衫,polka dot shirt,660
虚脱,prostration,660
pyra（职业游泳运动员）（异刃）,pyra (pro swimmer) (xenoblade),660
甲虫,beetle,659
耳朵摆动,ear wiggle,659
埃鲁博,erubo,659
上里绫人,kamisato ayato,659
科拉,korra,659
活成英雄,live a hero,659
马尼亚（dq4）,manya (dq4),659
任天堂3ds,nintendo 3ds,659
宝塔,pagoda,659
摇晃,shaking,659
沙沙基,shashaki,659
背后,behind back,658
死去的主人,dead master,658
灰村清隆,haimura kiyotaka,658
唇彩,lipgloss,658
鲁恩（碧蓝航线）,roon (azur lane),658
咲千铃,saki chisuzu,658
食大切光忠,shokudaikiri mitsutada,658
雨山传心,ameyama denshin,657
巴泽特弗拉加麦克雷米茨,bazett fraga mcremitz,657
卡莱姆（宝可梦）,calem (pokemon),657
小丑,clown,657
笨拙的修女（女主角）,clumsy nun (diva),657
漂浮围巾,floating scarf,657
花手链,flower bracelet,657
手镜,hand mirror,657
完整的神话,holomyth,657
jeanne d'arc（泳装弓箭手）（第一次升天）（命运）,jeanne d'arc (swimsuit archer) (first ascension) (fate),657
凯里（王国之心）,kairi (kingdom hearts),657
迈克尔 f91,michael f91,657
知足犬,onsoku inu,657
宠物,pet,657
羽,plume,657
里贾纳（dokidoki！预治疗）,regina (dokidoki! precure),657
seki（红色光芒）,seki (red shine),657
信浓（碧蓝航线）,shinano (azur lane),657
shoukaku（碧蓝航线）,shoukaku (azur lane),657
ssss.dynazenon,ssss.dynazenon,657
世界杯,world cup,657
y'shtola rhul,y'shtola rhul,657
黄色斗篷,yellow cape,657
膝枕邀请函,lap pillow invitation,656
妈妈慢慢慢慢,mami mogu mogu,656
三船美优,mifune miyu,656
格斗之王十五,the king of fighters xv,656
大作,whoosaku,656
乳房切口,breast cutout,655
细条纹衬衫,pinstripe shirt,655
弹出按钮,popped button,655
南瓜头饰,pumpkin hair ornament,655
雷纳·埃林德尔,rena erindel,655
水手土星,sailor saturn,655
上弦键,winding key,655
优树十代,yuuki juudai,655
curren chan (umamusume),curren chan (umamusume),654
身高图,height chart,654
kimmy77,kimmy77,654
房间很乱,messy room,654
宫濑真弘,miyase mahiro,654
冈崎友也,okazaki tomoya,654
苏联,soviet,654
钟眼,clock eyes,653
鱼男孩,fish boy,653
格鲁多,gerudo,653
悬浮,levitation,653
莫萨尼巴利斯,mossacannibalis,653
冲田总后,okita sougo,653
pixiv 幻想曲,pixiv fantasia t,653
宝可梦翡翠,pokemon emerald,653
印刷杯,print mug,653
sakimori (hououbds),sakimori (hououbds),653
苏苏（苏苏作品）,sousou (sousouworks),653
尖刺项圈,spiked choker,653
地下万物有灵论,subterranean animism,653
脚趾环,toe ring,653
托米米（方舟之夜）,tomimi (arknights),653
头靠在胸前,head on chest,652
富士山,mount fuji,652
splattershot (splatoon),splattershot (splatoon),652
紧身连衣裙,tight dress,652
折磨,torture,652
yamu（反向噪音）,yamu (reverse noise),652
雪貂,ferret,651
掌上游戏机,game boy,651
英格丽德·布兰德尔·加拉泰,ingrid brandl galatea,651
泥狗,nigou,651
微光,shimmer,651
希纳普,shinapuu,651
光束,beam,650
布,cloth,650
护耳,ear protection,650
褶边紧身衣,frilled leotard,650
广濑光一,hirose koichi,650
饥饿的,hungry,650
凯恩（尼尔）,kaine (nier),650
萝卜,radish,650
世界树的明休 1,sekaiju no meikyuu 1,650
柴油涡轮,diesel-turbo,649
护光,huyumitsu,649
小月丸,kogitsunemaru,649
乳胶裤袜,latex legwear,649
名取（kancolle）,natori (kancolle),649
泥流茶会,niliu chahui,649
橙色皮肤,orange skin,649
胸焦点,pectoral focus,649
豆腐,tofuubear,649
向导,wizard,649
艾卡特工,agent aika,648
酸橡树,agrias oaks,648
书拥抱,book hug,648
腰间开衫,cardigan around waist,648
卡米拉（命运）,carmilla (fate),648
集群者,cluseller,648
码头,dock,648
龙龙,drag-on dragoon,648
艾瑞卡（火徽）,eirika (fire emblem),648
眼睛上的花,flower over eye,648
强迫性高潮,forced orgasm,648
鬼装,ghost costume,648
市川雏名,ichikawa hinana,648
常春藤,ivy,648
喷气背包,jetpack,648
玛丽 (ib),mary (ib),648
牛头怪,minotaur,648
木乃伊服装,mummy costume,648
数字（纳叶）,numbers (nanoha),648
小狗,puppy,648
佐条雪见,sajo yukimi,648
向后坐,sitting backwards,648
小爪水獭（kemono 朋友）,small-clawed otter (kemono friends),648
太古（方舟之夜）,swire (arknights),648
瓦坎短歌,wakan tanka,648
大师 3 (housamo),master 3 (housamo),647
mikko（少女与装甲）,mikko (girls und panzer),647
气（异种刀）,pneuma (xenoblade),647
宝可梦,pokemon sv,647
pokoten (pokoten718),pokoten (pokoten718),647
紫色的角,purple horns,647
堵嘴,ring gag,647
